age,annual_income,loan_amount,credit_score,employment_years,existing_loans,debt_to_income_ratio,loan_term_months,default
30,115234,12137,611,2,4,0.36,24,0
45,19687,9784,631,2,0,0.17,48,0
38,43988,10280,654,0,1,0.38,24,0
39,74132,10698,701,0,3,0.47,48,0
56,148847,5953,798,0,2,0.21,60,0
30,53558,6440,752,2,3,0.39,36,0
53,55111,10923,628,1,1,0.46,24,0
25,50003,33964,682,0,2,0.4,48,0
55,83167,20510,668,1,1,0.62,36,0
64,60830,21642,601,3,2,0.24,12,0
54,36770,27401,731,6,0,0.19,36,0
53,85626,15814,448,2,1,0.21,36,0
41,38906,10157,730,4,1,0.26,48,0
37,22043,10440,682,4,1,0.25,48,0
42,22078,8140,505,11,1,0.47,36,1
57,44332,21733,566,0,0,0.06,36,0
35,51612,7617,484,3,1,0.24,48,1
55,79048,46826,785,4,2,0.49,60,0
48,67535,7771,570,3,1,0.32,36,0
27,51017,27826,722,2,1,0.16,24,0
52,81288,27916,725,18,1,0.28,36,0
31,49334,19430,640,14,1,0.54,60,1
30,25713,35324,596,4,2,0.32,24,1
29,23058,11875,691,2,0,0.4,36,0
34,92906,14428,667,7,0,0.32,24,0
33,15952,15285,724,3,4,0.59,36,0
45,44339,19035,556,27,1,0.3,36,0
22,217705,4485,731,5,1,0.26,36,0
55,61673,12535,757,0,1,0.46,12,0
27,44166,22358,629,2,1,0.44,48,0
41,21115,10687,573,6,1,0.32,48,0
38,110049,43292,611,9,0,0.38,60,0
23,89941,14426,598,8,0,0.45,24,0
62,69037,18191,635,18,1,0.27,48,0
59,49007,33880,590,3,0,0.47,36,1
61,65251,14438,686,0,0,0.36,24,0
31,45510,33550,700,5,1,0.39,24,1
59,30132,18956,621,0,0,0.26,12,0
44,79076,18978,493,18,2,0.35,36,0
39,47794,7836,685,7,1,0.22,48,0
24,63638,25948,531,20,2,0.27,12,0
46,46140,9285,669,2,5,0.52,60,1
58,61753,11946,655,0,0,0.19,36,0
62,48666,28439,623,3,1,0.26,48,0
52,46804,10720,701,0,1,0.22,48,0
59,49761,16459,679,5,1,0.41,48,0
56,215439,12934,681,3,1,0.56,36,0
60,73218,13208,715,7,4,0.31,36,0
57,178622,12213,616,1,0,0.05,60,0
53,48822,7174,615,8,0,0.45,48,0
56,42001,18528,736,5,2,0.33,36,0
23,28649,19544,701,21,0,0.42,36,0
29,109274,9422,612,0,0,0.45,24,0
28,31176,10245,489,0,0,0.26,12,1
53,121149,23104,681,9,1,0.18,60,0
26,29492,11404,688,2,2,0.17,48,0
61,76368,14122,553,2,1,0.63,60,1
59,22125,7871,582,12,1,0.27,48,0
24,39301,12860,617,2,1,0.28,12,0
33,49565,7897,686,1,3,0.44,36,0
22,36361,9292,848,0,2,0.34,24,0
25,45041,8446,739,2,0,0.01,48,0
64,45149,22425,529,5,1,0.19,24,1
47,73384,6016,615,1,1,0.38,48,0
52,17268,15677,642,6,2,0.21,48,0
41,36995,11685,690,3,0,0.59,36,1
28,91795,30876,585,9,1,0.16,48,0
58,64941,21325,696,0,2,0.18,48,1
28,92562,6348,608,7,1,0.19,36,0
23,71638,9544,696,13,1,0.43,36,0
64,28516,13248,656,6,1,0.17,12,0
23,68216,9543,813,2,2,0.58,60,1
42,51539,23039,728,1,1,0.54,24,1
26,152364,14793,755,0,2,0.49,36,0
22,73209,11896,565,5,2,0.1,36,0
43,63683,24065,607,0,2,0.39,36,1
64,68508,6591,676,9,1,0.02,36,0
22,61971,11392,551,16,3,0.56,48,1
58,61138,15503,733,0,1,0.4,24,1
37,42909,12273,660,2,1,0.43,12,0
55,64070,2074,737,13,2,0.28,48,0
54,78765,16373,688,3,2,0.37,36,0
43,83296,18063,653,3,1,0.35,24,0
50,78398,7276,640,6,3,0.38,48,1
28,104196,3605,588,1,2,0.44,24,0
42,85943,8896,583,19,1,0.12,12,0
64,67121,11824,721,7,1,0.37,24,0
56,27671,12502,703,0,0,0.55,24,0
25,27677,4104,748,0,1,0.28,48,0
33,43301,15092,606,13,0,0.56,36,1
49,50180,24768,739,5,2,0.11,48,0
51,98617,23720,635,0,1,0.62,36,0
36,12211,27808,696,0,1,0.16,12,1
62,29243,6452,753,0,1,0.37,24,0
50,44484,22639,815,18,0,0.39,12,0
36,29779,7628,735,3,1,0.36,36,0
32,32890,21451,666,3,1,0.24,60,0
37,38193,8583,694,15,2,0.52,24,0
36,30548,16501,749,3,0,0.22,36,0
32,33315,33560,706,3,0,0.74,48,1
28,96917,23382,618,20,2,0.2,48,0
40,66646,7681,699,0,1,0.51,48,0
23,71823,6745,754,21,2,0.14,36,0
36,48191,21285,794,0,0,0.24,36,0
50,81271,29486,654,3,1,0.01,36,0
43,74899,17289,560,2,2,0.54,48,1
48,66122,9831,507,15,1,0.44,36,0
60,35345,13699,713,3,1,0.03,48,0
25,39300,17317,527,0,2,0.16,36,0
40,83205,12660,675,1,0,0.05,36,0
60,37859,7686,736,2,0,0.3,48,0
64,25738,25291,636,5,0,0.3,24,1
21,37496,41232,530,4,1,0.51,36,1
50,106905,31443,549,9,1,0.33,48,0
41,37514,3631,576,8,3,0.61,36,0
40,57747,26731,640,4,1,0.16,48,0
26,36031,18900,746,4,0,0.3,48,0
42,71805,9005,650,1,1,0.26,48,0
38,64112,4116,822,15,0,0.26,36,0
28,23258,12479,733,0,0,0.47,60,0
59,56050,16617,673,2,1,0.44,60,0
52,21135,6876,644,5,0,0.13,24,0
53,37159,27983,610,14,2,0.33,48,1
36,48741,27579,661,3,1,0.38,48,0
32,123430,17689,693,11,0,0.56,36,0
58,57466,5862,675,0,1,0.6,36,1
54,33404,11415,610,3,1,0.41,12,0
34,41831,20624,567,1,0,0.37,36,0
56,77815,19823,799,7,0,0.42,36,0
53,33632,8783,700,2,1,0.2,36,0
43,84837,9590,678,3,1,0.27,24,0
22,37739,8648,690,0,2,0.21,12,0
61,31018,11274,738,2,1,0.52,48,0
41,38349,9976,612,0,1,0.29,24,0
22,21847,8943,639,1,1,0.31,24,0
47,16542,12300,589,0,0,0.38,36,1
29,47038,13684,649,2,0,0.42,48,1
21,47398,25648,595,1,2,0.63,12,1
31,55727,4588,569,1,3,0.37,36,0
23,46922,27765,520,0,3,0.33,36,0
43,157098,8532,782,2,2,0.53,48,0
46,53327,40794,623,3,0,0.34,60,0
24,24631,20008,688,9,0,0.21,12,0
38,28002,18553,657,3,2,0.02,48,0
26,49028,12551,689,1,0,0.41,60,0
55,39430,46065,489,6,0,0.33,48,1
42,26522,13116,612,1,1,0.59,60,1
63,47599,33091,742,7,0,0.32,24,1
35,47948,9464,805,2,1,0.19,60,0
42,108863,20536,620,3,1,0.47,48,0
57,31006,41727,630,3,2,0.36,12,0
62,39780,8032,735,15,0,0.48,48,0
32,108695,17939,685,0,1,0.38,48,0
62,57773,8744,652,13,2,0.39,36,0
58,30915,17288,644,4,1,0.37,48,0
38,34290,41622,604,25,1,0.26,48,0
55,26713,7630,601,4,2,0.36,24,1
50,50951,14670,660,5,2,0.36,24,0
44,82090,8097,675,6,1,0.6,36,1
62,110796,12362,679,8,1,0.36,36,0
50,23315,19394,595,3,0,0.31,48,0
34,75701,11171,756,5,2,0.51,24,0
26,53218,34349,520,4,6,0.22,36,1
23,43003,17854,692,2,0,0.43,24,0
36,39788,6038,606,8,2,0.18,24,0
27,18760,16185,580,1,2,0.08,48,1
34,67440,32101,624,0,0,0.52,12,1
29,25350,18498,522,6,2,0.3,48,1
35,33721,15622,678,5,2,0.03,36,0
41,60414,11175,779,1,2,0.23,36,0
55,19765,12604,598,5,1,0.32,36,1
22,25326,13446,838,7,1,0.7,48,1
47,90159,3079,581,1,0,0.01,48,0
22,52105,17645,616,4,1,0.48,48,0
55,35203,24294,758,8,2,0.27,24,0
38,52208,8529,554,2,1,0.34,48,0
34,68510,15359,631,4,0,0.24,48,0
40,86024,16517,787,0,1,0.5,48,0
38,28107,21724,555,8,1,0.39,12,1
30,29365,13459,697,7,1,0.22,24,0
45,66447,18467,690,3,1,0.49,36,1
22,67521,6654,496,0,0,0.56,60,0
45,25034,7269,600,5,0,0.52,24,0
53,29921,17303,840,4,2,0.71,48,0
56,44494,11640,667,12,0,0.52,24,0
51,49602,5174,680,1,2,0.37,60,1
34,50310,16456,669,0,1,0.26,48,0
21,24843,6217,813,1,1,0.49,24,0
36,50056,67613,572,2,1,0.25,12,0
23,34245,3620,595,0,2,0.53,36,1
55,27360,13788,641,19,0,0.32,36,0
61,48752,6838,694,1,2,0.41,36,0
26,46328,23144,662,5,1,0.17,48,1
45,73192,10490,664,3,0,0.31,60,0
33,31873,24531,605,4,0,0.2,36,0
54,55137,21171,698,13,1,0.6,24,0
28,22374,7039,498,3,4,0.31,36,1
41,42726,8635,606,1,0,0.34,48,0
54,61811,10864,584,1,0,0.19,36,0
24,64473,12829,561,11,2,0.12,12,0
45,64693,11874,507,21,3,0.22,24,1
35,73290,20678,668,1,1,0.22,48,0
24,39226,15373,684,6,3,0.22,48,0
32,62809,9250,684,3,0,0.21,36,0
52,124788,7727,725,5,1,0.46,24,0
52,38810,8188,739,16,2,0.28,24,0
48,97743,16284,486,1,1,0.44,24,1
33,75980,11898,700,6,2,0.28,48,0
51,42909,46545,664,2,2,0.39,36,1
34,44737,13357,663,5,1,0.45,36,0
40,52010,14961,640,2,1,0.24,24,1
38,73871,4534,605,6,1,0.53,36,0
49,59953,5985,692,2,2,0.36,36,0
26,38657,6816,571,3,0,0.17,48,1
52,17308,9702,738,6,2,0.25,60,0
49,68602,5489,610,0,3,0.3,48,1
63,18652,6681,486,1,1,0.28,36,1
22,24760,19909,659,3,0,0.01,36,0
43,40085,7975,555,0,0,0.18,48,0
39,26714,13034,554,6,0,0.45,12,0
51,57455,19058,704,8,5,0.32,36,0
25,42273,23575,724,0,2,0.39,36,1
39,72592,15922,641,6,1,0.38,36,1
54,21941,16508,488,5,1,0.31,36,1
30,35208,24013,692,2,1,0.24,36,1
45,49123,17129,624,0,0,0.26,36,0
22,50079,24865,760,15,1,0.37,36,0
31,69356,3692,807,3,0,0.19,36,0
51,31029,12705,529,1,2,0.41,36,0
35,38792,13813,847,6,0,0.56,12,0
29,63175,12447,525,4,3,0.01,36,0
43,16329,14384,606,8,0,0.43,24,1
39,59424,10456,732,27,2,0.32,12,0
29,71824,21447,592,0,1,0.43,48,1
55,25163,9688,584,6,3,0.26,48,1
41,41876,11723,513,22,0,0.56,36,0
29,103396,31774,543,3,1,0.32,60,0
48,68180,29221,584,6,3,0.38,36,1
27,61296,14684,711,2,2,0.41,24,1
36,80457,9116,784,2,2,0.37,36,0
36,120846,5011,589,5,1,0.38,60,1
53,49477,12347,617,22,2,0.39,48,0
24,39990,18122,570,0,0,0.28,48,0
24,80359,8667,527,2,1,0.31,24,0
59,44634,13407,527,14,1,0.51,12,0
60,30822,10839,547,0,2,0.12,36,0
37,37420,4753,645,5,2,0.23,36,0
57,57306,14332,599,2,1,0.09,12,1
59,39151,17344,619,2,0,0.1,48,0
49,40640,14700,681,1,3,0.2,12,0
56,29329,35154,642,0,1,0.32,12,1
58,100476,11013,556,3,0,0.43,24,0
59,41302,10500,726,2,1,0.41,36,0
57,34346,49014,488,3,2,0.44,36,1
55,36222,6315,588,1,0,0.26,36,1
27,73222,9210,787,2,1,0.64,48,0
47,65290,16590,677,28,0,0.35,24,0
48,38142,26243,506,2,3,0.55,48,1
42,49819,23409,523,2,3,0.29,36,1
34,56294,7158,622,0,1,0.25,36,0
27,34473,35475,611,2,2,0.39,60,0
57,22690,17649,706,7,1,0.16,48,0
42,63418,8171,740,3,2,0.16,36,1
25,35441,8594,608,5,3,0.53,24,0
22,61094,13945,641,4,0,0.37,24,0
47,57555,48600,567,0,1,0.3,24,1
41,50407,15175,637,2,2,0.55,36,0
58,39613,48334,567,5,0,0.24,12,1
35,35704,22625,651,3,3,0.75,36,0
41,27744,6264,599,5,0,0.33,36,0
30,36048,31085,700,2,1,0.24,60,1
43,65147,7581,733,1,2,0.5,36,0
59,98608,9236,753,8,4,0.24,48,0
25,91633,15763,652,2,0,0.36,36,0
21,52717,13133,698,5,0,0.65,36,0
33,98582,22834,610,2,0,0.3,36,0
41,42049,18052,582,13,0,0.35,12,0
46,25705,12447,540,24,1,0.38,48,1
41,128083,37025,678,5,3,0.53,36,1
38,63985,10049,485,4,2,0.31,36,0
57,22758,7331,719,9,1,0.59,48,0
52,106886,17640,621,3,1,0.31,36,0
56,33802,13214,626,10,4,0.47,36,0
37,37686,15478,703,2,0,0.27,36,0
55,81690,20803,503,0,0,0.38,60,0
31,96843,11955,632,13,1,0.43,48,0
41,29721,40748,776,6,2,0.35,60,0
46,102282,15661,627,3,1,0.22,36,0
24,75895,10196,544,14,1,0.29,36,1
54,32863,19029,622,10,1,0.49,24,0
38,43349,12691,754,0,1,0.28,12,0
60,104617,14299,588,4,2,0.66,24,0
55,22465,6879,526,3,2,0.37,60,0
61,97768,7363,612,7,0,0.37,36,1
49,74847,25259,537,1,1,0.4,24,0
49,63232,6370,469,0,1,0.37,36,0
58,52357,12413,710,1,1,0.61,48,1
62,131277,16244,733,1,1,0.3,36,0
41,141345,31188,683,1,0,0.42,60,0
62,36040,10008,721,2,1,0.51,48,0
33,66576,21064,617,6,2,0.6,36,0
61,125139,12427,758,0,0,0.41,12,0
37,33106,3611,599,3,0,0.15,48,0
29,55357,13734,650,3,0,0.14,36,0
61,80978,12834,582,4,0,0.41,48,0
21,17899,17241,537,1,1,0.43,36,1
22,74182,9085,599,1,6,0.37,36,1
49,28446,9685,828,3,2,0.31,36,0
53,53969,27464,772,5,1,0.34,12,0
30,86870,10919,712,0,1,0.34,24,0
60,14844,4238,615,1,1,0.33,48,1
41,72615,17930,613,7,2,0.41,60,0
48,135830,22416,787,3,1,0.35,24,0
31,37547,22298,651,15,1,0.25,48,0
54,65404,9235,713,10,1,0.3,24,0
28,95572,13361,605,2,1,0.14,36,0
42,22104,18375,626,6,0,0.03,36,0
28,71588,23821,712,1,2,0.36,36,1
35,81787,18056,591,0,0,0.39,36,0
37,67461,21276,677,10,1,0.18,48,0
43,51190,8610,593,2,3,0.42,36,0
44,29726,3381,690,1,0,0.39,36,0
39,98293,25140,591,16,3,0.25,24,1
25,49873,7573,790,0,0,0.34,36,0
52,31196,12053,644,2,2,0.15,24,0
64,41814,21692,711,0,1,0.44,24,0
21,58935,13575,648,3,3,0.05,36,0
43,22458,20365,609,2,0,0.32,24,0
57,49462,58274,695,6,0,0.54,12,0
28,39797,18599,742,15,2,0.34,48,0
33,95608,8628,534,3,1,0.28,48,0
28,19197,5606,660,1,1,0.15,60,0
43,78384,20050,641,10,1,0.67,60,0
63,99563,14029,666,4,1,0.15,24,0
21,19564,5840,758,4,0,0.54,24,0
44,20772,27104,715,1,0,0.29,36,0
55,119724,20629,742,0,1,0.38,48,0
44,31188,13267,671,3,0,0.33,24,1
37,230363,49616,615,3,0,0.17,36,1
25,19872,24683,456,0,0,0.23,60,1
40,53371,7373,763,0,3,0.54,36,0
41,48450,26999,449,1,1,0.03,36,1
60,44174,15567,777,0,0,0.32,48,0
51,61789,41605,709,0,2,0.61,36,0
56,63597,23524,807,2,3,0.42,48,0
31,45078,17864,671,8,3,0.42,24,0
35,29522,17264,690,5,0,0.42,24,1
39,82774,6547,635,5,1,0.34,36,0
27,67105,9825,656,1,2,0.29,60,0
48,51911,15138,592,0,2,0.52,36,1
63,66051,5866,640,2,3,0.18,60,0
25,72003,17682,582,2,1,0.43,48,1
25,33494,8552,653,14,0,0.21,48,0
50,64882,10552,647,0,1,0.25,36,0
52,37178,20463,648,7,1,0.52,36,0
28,73204,9570,642,2,1,0.3,36,1
30,44524,17706,600,8,0,0.26,24,0
58,66560,14573,694,3,3,0.6,36,1
52,39462,7078,675,8,4,0.2,48,0
48,68312,22670,672,3,0,0.64,24,0
37,30049,23380,574,2,3,0.39,48,0
51,49915,24155,703,16,0,0.52,36,0
28,80042,41965,588,2,0,0.24,36,0
60,61920,10439,608,8,0,0.49,36,0
45,53960,4147,657,0,2,0.48,36,0
29,120786,9007,742,0,0,0.26,36,0
22,81782,23758,553,2,1,0.29,48,0
35,75189,12723,570,4,2,0.12,36,0
23,68119,5751,492,4,2,0.19,48,1
56,72500,4865,690,0,3,0.47,24,1
24,112257,31326,623,5,2,0.33,48,0
34,39781,19247,683,0,1,0.15,36,0
61,81202,9916,677,15,1,0.42,48,0
61,58585,41336,713,2,1,0.55,12,1
45,40475,65469,650,1,1,0.51,36,0
30,46636,24857,593,1,3,0.52,60,0
41,54697,21019,668,13,0,0.06,36,0
56,31889,18342,683,3,1,0.42,36,0
32,75508,22323,622,2,3,0.07,24,0
47,46563,43261,657,4,1,0.17,36,0
60,51147,7452,542,13,0,0.49,48,0
22,96625,10900,548,1,2,0.41,36,0
33,52306,12982,517,0,1,0.55,36,1
52,106546,18855,673,4,0,0.33,48,0
51,37706,34175,709,3,0,0.54,36,0
36,28324,17114,535,0,2,0.39,24,0
52,42404,19441,662,3,1,0.21,24,1
52,11999,20050,685,4,0,0.5,24,0
54,77101,13546,618,5,0,0.35,24,0
31,29159,10407,778,27,1,0.39,12,1
30,35995,13971,533,2,1,0.52,48,1
35,70132,9022,619,3,1,0.7,24,0
37,52029,9115,417,0,0,0.3,48,1
60,39329,16660,677,8,1,0.44,36,0
38,17707,10027,591,0,0,0.33,36,0
29,93939,40458,491,13,2,0.25,12,0
45,70371,14587,697,2,1,0.33,24,1
60,137017,30198,637,2,3,0.47,48,0
34,36381,6329,625,1,1,0.47,48,1
45,23689,6446,740,15,2,0.13,12,0
42,80609,12498,587,19,2,0.31,48,1
50,44621,23436,701,18,1,0.6,24,0
40,67109,9956,713,6,2,0.12,48,0
41,110189,12578,604,0,2,0.15,60,1
64,59520,24341,650,2,1,0.52,48,0
52,53297,10584,784,1,1,0.31,48,0
41,54995,8480,569,6,2,0.05,36,0
55,21620,20435,694,3,0,0.32,12,0
52,85307,6109,654,4,1,0.26,48,0
50,88083,10676,751,0,1,0.22,36,0
59,63913,14307,647,7,1,0.69,48,1
32,22978,18350,704,15,1,0.08,36,0
61,46139,21885,521,5,1,0.25,24,0
38,100635,24033,478,9,2,0.38,12,1
41,36942,11142,566,3,1,0.11,36,1
33,88621,23730,614,0,2,0.53,36,0
41,50390,18100,621,23,2,0.23,48,1
28,70000,20593,737,0,0,0.17,12,0
60,39891,9133,618,1,0,0.44,48,0
27,51133,19911,651,0,1,0.44,36,0
43,60983,12189,661,4,2,0.35,36,0
64,28520,13748,599,4,3,0.21,36,0
52,56215,14751,648,1,0,0.28,36,0
31,12781,47472,734,15,1,0.35,24,0
42,36288,7716,673,12,2,0.22,12,1
42,64340,27271,697,1,3,0.56,24,1
63,85830,31515,676,5,2,0.62,48,0
45,62092,21924,781,9,1,0.15,48,0
42,24461,9688,565,2,0,0.6,48,1
48,82160,36971,850,1,0,0.32,60,0
49,27734,10946,729,1,1,0.14,36,0
33,66642,20176,744,8,0,0.42,48,0
38,28200,14364,754,3,1,0.3,48,0
22,33302,10705,732,6,2,0.41,60,0
49,30388,18546,546,5,2,0.49,48,1
41,52547,41259,559,1,1,0.45,24,0
35,44455,15580,705,1,3,0.24,48,0
47,63224,43785,696,0,2,0.61,36,1
51,48566,11968,720,0,1,0.3,24,0
35,22949,13994,653,0,1,0.47,24,0
43,56269,6403,544,1,2,0.46,48,0
44,20310,9559,641,6,2,0.41,36,1
64,31510,11719,709,0,1,0.41,36,0
33,40865,10966,629,3,0,0.2,12,0
42,39474,7508,649,1,2,0.3,24,0
63,21510,8458,652,3,1,0.2,48,1
57,97302,11249,608,6,3,0.49,36,1
53,111747,27225,584,1,2,0.28,36,0
23,151053,5446,818,2,2,0.29,12,0
39,87014,3830,774,6,2,0.27,24,0
43,40226,4644,735,3,2,0.27,24,1
49,39881,8034,683,0,0,0.33,24,0
50,38795,19578,569,7,0,0.3,36,1
59,132298,10788,720,1,0,0.38,12,0
64,46269,10700,739,2,1,0.32,48,0
45,92467,10557,622,1,2,0.15,36,1
57,88940,4329,564,3,1,0.47,48,1
28,53893,22400,684,6,2,0.39,36,0
62,23722,29328,735,8,1,0.46,24,0
36,46772,10923,598,12,1,0.36,36,1
28,52758,14062,692,2,0,0.42,12,0
21,92870,14346,577,13,1,0.17,12,0
64,49500,7039,559,4,2,0.28,48,0
25,26787,10250,666,2,0,0.44,48,1
23,80334,39005,584,10,0,0.28,24,0
21,43749,13327,684,4,0,0.55,48,0
24,13730,15277,520,3,2,0.57,36,1
60,57669,8811,581,0,1,0.39,36,0
55,62968,10321,732,6,0,0.36,48,0
52,32161,19688,705,0,0,0.66,36,0
62,44532,8072,683,1,0,0.01,48,0
54,68108,35312,614,16,2,0.4,48,0
63,57866,5065,651,0,3,0.5,36,0
45,22441,9137,632,1,1,0.09,48,0
30,91745,5497,836,13,2,0.22,48,0
41,115054,29573,675,2,0,0.49,36,1
59,37983,13072,588,1,2,0.33,24,1
47,18865,11250,643,5,0,0.43,24,0
47,72081,16959,515,0,2,0.05,36,1
22,35012,30927,497,18,0,0.13,36,1
61,64069,15208,767,1,1,0.27,24,0
33,147426,26518,671,7,0,0.54,24,0
29,22625,11201,613,1,1,0.45,12,0
56,32915,7504,647,1,2,0.21,24,0
42,44478,15357,641,0,0,0.22,36,0
62,93511,8791,655,0,0,0.44,24,0
46,290049,20196,741,3,3,0.37,12,0
32,55466,10450,692,4,0,0.41,12,1
37,21674,12698,617,8,3,0.28,60,1
34,41243,3483,510,0,0,0.27,12,0
34,33275,12396,569,2,2,0.34,36,0
54,70318,11550,710,1,0,0.24,48,1
40,59186,26843,774,2,3,0.24,24,0
31,29117,22517,579,2,5,0.08,60,1
36,32314,13555,567,2,1,0.27,12,1
51,40944,5022,615,1,2,0.17,48,1
26,43491,10258,792,7,0,0.25,36,0
39,47997,26860,661,5,0,0.33,36,0
57,50233,11860,589,2,1,0.47,36,0
24,90891,7044,621,0,3,0.31,60,1
24,40210,26664,607,3,3,0.36,36,0
40,37354,5043,706,12,1,0.29,48,0
30,25099,12484,806,0,0,0.37,12,1
44,43829,18673,660,6,1,0.33,48,0
55,55720,14409,737,4,1,0.04,24,0
46,20701,6342,542,4,0,0.32,36,0
57,41306,7650,837,13,2,0.33,12,0
58,87565,8788,542,15,0,0.39,60,0
41,67788,21390,746,1,2,0.23,36,0
60,59084,14799,677,8,0,0.29,12,1
59,66876,10587,549,4,0,0.46,36,1
41,36796,17074,716,2,1,0.24,36,0
30,34425,8517,647,5,1,0.26,12,0
58,92591,20806,577,15,2,0.56,36,0
24,74185,17506,650,3,2,0.2,24,0
40,33754,11676,518,14,1,0.08,60,0
37,19161,12120,611,5,3,0.48,48,1
27,34106,10882,572,3,0,0.12,24,1
24,64329,24283,635,5,0,0.32,60,0
49,35272,15209,511,4,0,0.4,48,0
34,57816,11732,506,2,2,0.48,36,1
23,99696,7463,582,4,0,0.43,36,1
44,46792,19028,646,6,1,0.2,60,1
57,55104,18502,572,9,1,0.58,36,0
36,69040,9746,686,1,1,0.3,36,1
24,28537,10382,706,0,1,0.22,48,0
44,33305,12453,582,4,0,0.49,48,1
54,70479,6686,761,3,1,0.21,36,0
50,49935,13963,625,0,2,0.4,60,0
38,52097,4977,796,5,1,0.29,24,0
39,49843,6200,629,14,3,0.29,36,0
51,79949,9840,560,2,1,0.71,24,0
39,60952,9163,748,11,0,0.37,36,0
39,61353,17515,566,8,1,0.01,60,0
42,90318,15832,741,0,2,0.11,48,1
44,109456,30515,659,7,1,0.39,36,0
32,150511,14125,605,3,3,0.13,60,1
50,36698,15118,588,12,1,0.25,12,1
58,168502,6648,643,1,2,0.47,24,0
51,28328,6656,704,0,1,0.32,48,0
56,129007,13886,646,1,2,0.46,36,1
39,35704,14031,768,0,2,0.53,12,0
56,47359,15894,555,1,2,0.45,36,1
50,49478,28617,642,1,2,0.21,12,1
53,31777,6835,738,2,2,0.47,36,1
38,51193,36825,553,3,1,0.47,36,1
48,32608,5464,733,0,0,0.34,24,0
31,26437,16710,651,4,0,0.21,60,0
53,48080,6324,658,1,0,0.35,48,0
37,108546,20629,622,0,1,0.37,36,0
26,43173,5484,553,6,0,0.17,36,0
24,78473,2592,643,0,1,0.48,12,0
40,32117,14581,605,2,0,0.29,48,1
47,25803,12394,771,0,0,0.34,24,0
35,61508,25942,690,10,0,0.4,36,0
26,117925,13998,652,8,0,0.38,36,0
34,54419,8544,755,0,1,0.33,48,0
31,74111,9663,645,3,1,0.2,48,0
59,103524,92006,706,1,1,0.57,48,1
29,48133,7905,743,1,1,0.56,48,1
46,45431,18301,628,1,1,0.51,36,1
36,62071,17005,684,8,1,0.35,48,0
25,67846,18559,615,0,0,0.43,48,0
30,24355,17671,741,5,3,0.19,36,1
23,56832,11377,647,12,0,0.35,60,0
33,49004,4641,759,2,1,0.09,60,0
63,33032,14667,665,11,1,0.26,24,0
50,47339,13257,850,11,0,0.43,60,0
26,27373,14391,593,4,0,0.5,24,0
37,23029,18753,718,3,1,0.21,60,0
39,50686,10423,646,6,1,0.23,48,0
62,76959,9207,631,12,0,0.41,60,0
55,41206,22936,498,5,0,0.08,36,0
46,30322,10967,655,1,0,0.57,24,0
25,32772,9934,572,8,2,0.21,24,0
49,64503,9431,625,15,1,0.32,36,0
57,112836,19086,575,2,0,0.45,24,0
40,72058,11779,585,5,1,0.32,60,0
41,93938,50396,564,3,1,0.29,24,1
30,29032,13828,565,0,4,0.42,48,1
25,47241,6477,522,2,2,0.27,36,1
56,81580,10279,680,0,0,0.39,12,1
26,24353,19795,651,5,1,0.34,24,1
46,35270,9319,706,4,0,0.16,60,0
24,78512,13222,618,0,2,0.53,48,0
59,55782,24030,597,0,1,0.29,36,0
59,30255,26299,642,1,0,0.42,12,0
55,21689,9753,706,6,0,0.22,24,0
21,95669,11451,673,0,1,0.06,48,0
44,17558,14158,651,1,0,0.51,48,1
56,67251,29893,703,11,0,0.35,60,0
26,37551,6905,650,3,0,0.37,24,1
61,82746,16578,602,4,2,0.36,36,1
64,29112,13811,722,3,0,0.67,36,0
51,181207,7799,550,1,1,0.46,24,0
40,59943,28068,536,1,2,0.44,36,1
44,65090,24202,648,4,1,0.26,36,1
45,33305,33623,656,3,2,0.32,36,0
56,45858,27122,668,2,2,0.35,24,1
41,46456,13441,623,5,1,0.44,36,0
50,120334,19373,758,2,0,0.31,36,0
44,59891,16302,530,0,2,0.3,36,0
64,64338,7752,660,9,4,0.47,36,0
62,63979,6108,710,1,1,0.59,48,0
50,67124,16670,760,14,3,0.02,12,0
42,24471,14155,756,10,2,0.48,48,1
48,136575,10917,562,1,2,0.31,60,0
27,31610,12639,678,16,2,0.44,12,0
55,48088,38625,632,9,2,0.33,48,1
48,105423,3612,648,21,1,0.29,24,0
34,128967,19612,740,5,0,0.36,36,0
30,73348,22148,801,13,0,0.14,24,0
36,38087,23876,670,5,1,0.19,24,0
36,52253,5842,491,9,1,0.28,36,0
51,53288,11204,516,4,3,0.35,36,0
62,54241,10873,646,13,0,0.53,36,0
45,26501,15917,729,3,0,0.47,48,0
33,92047,6784,587,6,2,0.32,60,0
26,52433,16765,634,12,0,0.18,24,0
64,34162,7856,779,2,2,0.35,48,0
29,38208,11175,618,0,2,0.42,36,0
56,56101,29942,790,0,0,0.28,36,1
63,24307,22143,615,17,1,0.31,48,1
40,76055,14390,722,10,1,0.53,48,0
38,55125,5794,656,3,0,0.37,36,0
63,107242,16308,712,16,0,0.35,48,0
41,50959,16979,810,1,0,0.34,24,0
24,28491,3790,683,0,1,0.55,48,1
53,26932,16489,750,4,2,0.07,60,0
47,40321,7004,578,2,1,0.41,60,0
27,42512,5498,575,2,0,0.07,36,0
26,36914,6814,519,6,0,0.28,48,1
35,52273,3652,565,0,0,0.09,36,1
38,36449,10461,771,7,1,0.41,24,0
